Manin00g000010.1	Q93WI9	Protein HEADING DATE 3A (FT-like protein A)
Manin05g000450.1	P48627	Omega-6 fatty acid desaturase, chloroplastic (EC 1.14.19.23)
Manin05g000460.1	Q9ZUH1	BTB/POZ domain-containing protein At2g24240
Manin05g000470.1	O81862	Class V chitinase (AtChiC) (EC 3.2.1.14) (EC 3.2.1.200)
Manin05g000480.1	O81862	Class V chitinase (AtChiC) (EC 3.2.1.14) (EC 3.2.1.200)
Manin05g000490.1	Q9MBG8	Defective in cullin neddylation protein AAR3 (Protein ANTIAUXIN-RESISTANT 3)
Manin05g000500.1	Q5SMI4	60S ribosomal protein L39-3
Manin05g000510.1	Q9M2A0	ATPase 8, plasma membrane-type (EC 7.1.2.1) (Proton pump 8)
Manin05g000520.1	Q6NQ88	Protein DAMAGED DNA-BINDING 2 (UV-damaged DNA-binding protein 2)
Manin05g000530.1	O80786	DNA replication licensing factor MCM5 (EC 3.6.4.12) (Minichromosome maintenance protein 5) (AtMCM5)
Manin05g000540.1	P84634	Dicer-like protein 4 (EC 3.1.26.-)
Manin05g000550.1	Q9FII5	Leucine-rich repeat receptor-like protein kinase TDR (EC 2.7.11.1) (Protein PHLOEM INTERCALATED WITH XYLEM) (Tracheary element differentiation inhibitory factor receptor) (AtTDR) (TDIF receptor)
Manin05g000560.1	Q8VZF6	Protein ENHANCED DISEASE RESISTANCE 2-like
Manin05g000570.1	C0LGG8	Probable LRR receptor-like serine/threonine-protein kinase At1g53430 (EC 2.7.11.1)
Manin05g000580.1	O04249	Sugar transport protein 7 (Hexose transporter 7)
Manin05g000590.1	Q9FYQ8	Transmembrane 9 superfamily member 11 (Endomembrane protein 6) (Transmembrane nine protein 11) (AtTMN11)
Manin05g000600.1	Q1ECF5	LIM domain-containing protein PLIM2b (Pollen-expressed LIM protein 2B)
Manin05g000610.1	O65220	Peptidyl-prolyl cis-trans isomerase CYP28, chloroplastic (PPIase CYP28) (EC 5.2.1.8) (Cyclophilin of 28 kDa) (Cyclophilin-28)
Manin05g000620.1	P48000	Homeobox protein knotted-1-like 3 (Protein KNAT3)
Manin05g000630.1	Q5QMN5	Probable RNA-dependent RNA polymerase 3 (OsRDR3) (EC 2.7.7.48)
Manin05g000640.1	Q05609	Serine/threonine-protein kinase CTR1 (EC 2.7.11.1) (Protein CONSTITUTIVE TRIPLE RESPONSE1)
Manin05g000650.1	Q852U6	Probable E3 ubiquitin-protein ligase RHY1A (EC 2.3.2.27) (RING-H2 finger Y1a) (RING-H2 zinc finger protein RHY1a) (RING-type E3 ubiquitin transferase RHY1A)
Manin05g000660.1	Q9FT73	ATP-dependent DNA helicase Q-like 2 (EC 3.6.4.12) (RecQ-like protein 2) (AtRQ2) (AtRecQ2) (AtRecQl2)
Manin05g000670.1	Q0WPW5	Receptor homology region, transmembrane domain- and RING domain-containing protein 4 (AtRMR4)
Manin05g000670.2	Q0WPW5	Receptor homology region, transmembrane domain- and RING domain-containing protein 4 (AtRMR4)
Manin05g000680.1	Q9LNC5	110 kDa U5 small nuclear ribonucleoprotein component CLO (Protein CLOTHO) (Protein GAMETOPHYTE FACTOR 1) (Protein MATERNAL EFFECT EMBRYO ARREST 5) (Protein VAJRA-1) (SNU114 homolog)
Manin05g000680.2	Q9LNC5	110 kDa U5 small nuclear ribonucleoprotein component CLO (Protein CLOTHO) (Protein GAMETOPHYTE FACTOR 1) (Protein MATERNAL EFFECT EMBRYO ARREST 5) (Protein VAJRA-1) (SNU114 homolog)
Manin05g000690.1	Q9SL56	Putative glycerol-3-phosphate transporter 5 (G-3-P transporter 5) (Glycerol-3-phosphate permease 5) (AtG3Pp5) (G-3-P permease 5)
Manin05g000700.1	D5LXJ0	Ubiquitin-like domain-containing protein CIP73 (CCaMK-interacting protein of approximately 73 kDa)
Manin05g000710.1	Q0WPT7	Uncharacterized methyltransferase At2g41040, chloroplastic (EC 2.1.1.-)
Manin05g000720.1	Q1G3Q4	Protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1
Manin05g000730.1	P93328	Early nodulin-16 (N-16)
Manin05g000740.1	Q9ZQ80	Nodulin-related protein 1 (AtNRP1) (RPS2-interacting protein 11)
Manin05g000750.1	P52420	Phosphoribosylamine--glycine ligase, chloroplastic (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase)
Manin05g000760.1	F4I9E1	Protein NUCLEAR FUSION DEFECTIVE 4
Manin05g000770.1	Q9LNV9	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)
Manin05g000780.1	Q9SPU7	Telomerase reverse transcriptase (AtTERT) (EC 2.7.7.49)
Manin05g000790.1	Q8S9S4	IAA-amino acid hydrolase ILR1-like 1 (EC 3.5.1.-)
Manin05g000800.1	F4I9S3	Receptor-like protein 9a (AtRLP9a) (Receptor like protein 9) (AtRLP9)
Manin05g000810.1	F4HTV4	Receptor-like protein 14 (AtRLP14)
Manin05g000820.1	Q9LNV9	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)
Manin05g000830.1	Q84XG9	IAA-amino acid hydrolase ILR1-like 1 (EC 3.5.1.-)
Manin05g000840.1	Q9C6A8	Receptor-like protein 15 (AtRLP15)
Manin05g000850.1	Q9FIN7	MAG2-interacting protein 2
Manin05g000860.1	F4K4T3	Receptor-like protein 56 (AtRLP56)
Manin05g000870.1	Q01481	Protein WIR1B
Manin05g000880.1	B8ANF1	Magnesium-chelatase subunit ChlH, chloroplastic (Mg-chelatase subunit H) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase subunit ChlH)
Manin05g000890.1	Q9LNV9	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)
Manin05g000900.1	F4HTV4	Receptor-like protein 14 (AtRLP14)
Manin05g000910.1	Q9C6A8	Receptor-like protein 15 (AtRLP15)
Manin05g000920.1	Q9SJE8	Aluminum-activated malate transporter 2 (AtALMT2)
Manin05g000930.1	F4I9S3	Receptor-like protein 9a (AtRLP9a) (Receptor like protein 9) (AtRLP9)
Manin05g000940.1	O04373	IAA-amino acid hydrolase ILR1-like 4 (EC 3.5.1.-) (jasmonoyl-L-amino acid hydrolase) (EC 3.5.1.127)
Manin05g000950.1	Q6ETK3	Probable protein phosphatase 2C 11 (OsPP2C11) (EC 3.1.3.16)
Manin05g000960.1	Q9LL84	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)
Manin05g000970.1	B8ANF1	Magnesium-chelatase subunit ChlH, chloroplastic (Mg-chelatase subunit H) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase subunit ChlH)
Manin05g000980.1	Q9C6A8	Receptor-like protein 15 (AtRLP15)
Manin05g000990.1	F4I9E1	Protein NUCLEAR FUSION DEFECTIVE 4
Manin05g001000.1	Q9LNV9	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)
Manin05g001010.1	F4K4T3	Receptor-like protein 56 (AtRLP56)
Manin05g001020.1	Q0WPA5	Protein MANNAN SYNTHESIS-RELATED 2 (AtMSR2) (EC 2.4.1.-) (O-fucosyltransferase 12) (O-FucT-12) (O-fucosyltransferase family protein)
Manin05g001030.1	A0A1P8ATR9	Receptor-like protein 9b (AtRLP9b) (Receptor like protein 9) (AtRLP9)
Manin05g001040.1	A2Z8S0	Probable protein arginine N-methyltransferase 6.2 (EC 2.1.1.-)
Manin05g001050.1	Q9XGW1	Protein argonaute 10 (Protein PINHEAD) (Protein ZWILLE)
Manin05g001060.1	Q9LNV9	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)
Manin05g001070.1	O04373	IAA-amino acid hydrolase ILR1-like 4 (EC 3.5.1.-) (jasmonoyl-L-amino acid hydrolase) (EC 3.5.1.127)
Manin05g001080.1	A0A1P8ATR9	Receptor-like protein 9b (AtRLP9b) (Receptor like protein 9) (AtRLP9)
Manin05g001090.1	O04373	IAA-amino acid hydrolase ILR1-like 4 (EC 3.5.1.-) (jasmonoyl-L-amino acid hydrolase) (EC 3.5.1.127)
Manin05g001100.1	Q8L9B5	CASP-like protein 2B1 (AtCASPL2B1)
Manin05g001110.1	Q8RWR1	Lysine-specific demethylase JMJ30 (AtJMJ30) (EC 1.14.11.69) (JmjC domain-containing protein 30) (Jumonji domain-containing protein 5) (AtJMJD5) ([histone H3]-trimethyl-L-lysine(36) demethylase JMJ30)
Manin05g001110.2	Q9XGW1	Protein argonaute 10 (Protein PINHEAD) (Protein ZWILLE)
Manin05g001110.3	Q9XGW1	Protein argonaute 10 (Protein PINHEAD) (Protein ZWILLE)
Manin05g001120.1	A0A1P8B760	Probable amidase At4g34880 (EC 3.5.1.4)
Manin05g001130.1	Q9SZP8	Eukaryotic translation initiation factor 4B3 (AtTif4B3) (eIF4B3)
Manin05g001140.1	Q8GWX2	Probable magnesium transporter NIPA6
Manin05g001150.1	Q39613	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyp) (Cyclosporin A-binding protein) (Rotamase) (allergen Cat r 1)
Manin05g001160.1	Q9LNV9	Receptor-like protein 1 (AtRLP1) (Receptor of eMax)
Manin05g001170.1	O04373	IAA-amino acid hydrolase ILR1-like 4 (EC 3.5.1.-) (jasmonoyl-L-amino acid hydrolase) (EC 3.5.1.127)
Manin05g001180.1	Q9LUJ5	Probable rRNA-processing protein EBP2 homolog
Manin05g001190.1	Q9C6A8	Receptor-like protein 15 (AtRLP15)
Manin05g001200.1	F4K4T3	Receptor-like protein 56 (AtRLP56)
Manin05g001210.1	Q0JAA0	Probable protein phosphatase 2C 44 (OsPP2C44) (EC 3.1.3.16)
Manin05g001220.1	O65567	Pentatricopeptide repeat-containing protein At4g30825, chloroplastic
Manin05g001230.1	Q9ZUI0	Putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g24130 (EC 2.7.11.1)
Manin05g001240.1	Q9FG14	Myosin-binding protein 7
Manin05g001250.1	Q00IB6	RNA polymerase II C-terminal domain phosphatase-like 4 (FCP-like 4) (EC 3.1.3.16) (Carboxyl-terminal phosphatase-like 4) (AtCPL4) (CTD phosphatase-like 4)
Manin05g001260.1	Q03460	Glutamate synthase [NADH], amyloplastic (EC 1.4.1.14) (NADH-GOGAT)
Manin05g001270.1	Q9SUH5	AUGMIN subunit 8 (QWRF motif-containing protein 8) (ROP1 enhancer 2)
Manin05g001280.1	Q9SUH6	Pentatricopeptide repeat-containing protein At4g30700 (Protein DYW9)
Manin05g001290.1	Q9SKX9	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 6 (AthCYSTM6)
Manin05g001300.1	Q8VZ55	50S ribosomal protein L35, chloroplastic
Manin05g001310.1	Q9LNQ4	Probable phospholipid-transporting ATPase 4 (AtALA4) (EC 7.6.2.1) (Aminophospholipid flippase 4)
Manin05g001320.1	F4JKH6	Protein REDUCED CHLOROPLAST COVERAGE 2 (Protein TPR-domain suppressor of STIMPY)
Manin05g001330.1	Q84N34	Heptahelical transmembrane protein 2 (PAQR family protein HHP2)
Manin05g001330.2	Q84N34	Heptahelical transmembrane protein 2 (PAQR family protein HHP2)
Manin05g001340.1	Q9SSR0	RHOMBOID-like protein 5 (AtRBL5) (EC 3.4.21.-)
Manin05g001350.1	Q00IB6	RNA polymerase II C-terminal domain phosphatase-like 4 (FCP-like 4) (EC 3.1.3.16) (Carboxyl-terminal phosphatase-like 4) (AtCPL4) (CTD phosphatase-like 4)
Manin05g001360.1	Q00IB6	RNA polymerase II C-terminal domain phosphatase-like 4 (FCP-like 4) (EC 3.1.3.16) (Carboxyl-terminal phosphatase-like 4) (AtCPL4) (CTD phosphatase-like 4)
Manin05g001370.1	Q94AN4	AP2-like ethylene-responsive transcription factor At1g16060
Manin05g001380.1	Q0WVF8	MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein)
Manin05g001390.1	Q9FKM2	Mitochondrial outer membrane protein porin 4 (Voltage-dependent anion-selective channel protein 4) (AtVDAC4) (VDAC-4)
Manin05g001400.1	Q27IK6	Kinesin-like protein KIN-12D (Phragmoplast orienting kinesin 2)
Manin05g001410.1	Q9SSR0	RHOMBOID-like protein 5 (AtRBL5) (EC 3.4.21.-)
Manin05g001420.1	Q8RXE1	Probable galacturonosyltransferase 5 (EC 2.4.1.-) (Like glycosyl transferase 5)
Manin05g001430.1	Q949T8	Histone-lysine N-methyltransferase ASHR3 (EC 2.1.1.-) (ASH1-related protein 3) (Protein SET DOMAIN GROUP 4) (Protein stamen loss)
Manin05g001440.1	Q2QX01	Monothiol glutaredoxin-S12, chloroplastic
Manin05g001450.1	Q8RXE1	Probable galacturonosyltransferase 5 (EC 2.4.1.-) (Like glycosyl transferase 5)
Manin05g001460.1	Q949T8	Histone-lysine N-methyltransferase ASHR3 (EC 2.1.1.-) (ASH1-related protein 3) (Protein SET DOMAIN GROUP 4) (Protein stamen loss)
Manin05g001470.1	O82225	Gamma-glutamyl peptidase 5 (EC 3.4.19.-)
Manin05g001480.1	O82225	Gamma-glutamyl peptidase 5 (EC 3.4.19.-)
Manin05g001490.1	Q9LMU0	Putative GDP-L-fucose synthase 2 (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase 2) (AtGER2)
Manin05g001500.1	Q8W3M7	Uncharacterized protein At4g06598
Manin05g001510.1	Q0WVM4	Probable LRR receptor-like serine/threonine-protein kinase At2g23950 (EC 2.7.11.1)
Manin05g001520.1	Q6XBF8	Aspartic proteinase CDR1 (EC 3.4.23.-) (Protein CONSTITUTIVE DISEASE RESISTANCE 1)
Manin05g001530.1	Q9ZPR1	Cell division control protein 48 homolog B (AtCDC48b)
Manin05g001540.1	Q84JR9	TPR repeat-containing thioredoxin TTL4 (Tetratricopeptide repeat thioredoxin-like 4)
Manin05g001550.1	Q27IK7	Kinesin-like protein KIN-12C (Phragmoplast orienting kinesin 1)
Manin05g001560.1	Q9M0B6	UDP-glucuronate 4-epimerase 1 (EC 5.1.3.6) (UDP-glucuronic acid epimerase 1) (AtUGlcAE3)
Manin05g001580.1	Q84TD8	Protein FLX-like 2 (AtFLXL2)
Manin05g001590.1	Q1PDI1	Tetraspanin-15
Manin05g001600.1	Q945L0	Cytochrome c oxidase subunit 6b-2 (AtCOX6b-2)
Manin05g001610.1	Q8S8Q6	Tetraspanin-8
Manin05g001620.1	Q8H1Z0	Very-long-chain aldehyde decarbonylase CER3 (EC 4.1.99.5) (Protein ECERIFERUM 3) (Protein FACELESS POLLEN 1) (Protein WAX2) (Protein YORE-YORE)
Manin05g001630.1	Q9LSN7	Transcription factor bHLH147 (ATBS1 interacting factor 3) (Basic helix-loop-helix protein 147) (AtbHLH147) (bHLH 147) (Transcription factor EN 142) (bHLH transcription factor bHLH147)
Manin05g001640.1	Q9M0B9	Transcription factor IBH1-like 1 (AtIBL1) (BHLH transcription factor eta) (bHLH eta) (Basic helix-loop-helix protein 159) (AtbHLH159) (bHLH 159) (bHLH transcription factor bHLH159)
Manin05g001650.1	Q8W4K5	VAN3-binding protein (Protein FORKED 1)
Manin05g001660.1	Q94A15	Mannosyltransferase APTG1 (EC 2.4.1.-) (Glycosyltransferase 22) (Protein ABNORMAL POLLEN TUBE GUIDANCE 1)
Manin05g001670.1	Q940Q4	RING-H2 finger protein ATL13 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL13)
Manin05g001680.1	Q6KAE5	Probable E3 ubiquitin-protein ligase XBOS32 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBOS32) (RING-type E3 ubiquitin transferase XBOS32) (XB3 protein homolog 2)
Manin05g001680.2	Q6KAE5	Probable E3 ubiquitin-protein ligase XBOS32 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBOS32) (RING-type E3 ubiquitin transferase XBOS32) (XB3 protein homolog 2)
Manin05g001680.3	Q6NLQ8	E3 ubiquitin-protein ligase XBAT32 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT32) (Protein XB3 homolog 2) (RING-type E3 ubiquitin transferase XBAT32)
Manin05g001680.4	Q6NLQ8	E3 ubiquitin-protein ligase XBAT32 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT32) (Protein XB3 homolog 2) (RING-type E3 ubiquitin transferase XBAT32)
Manin05g001690.1	P49178	Guanine nucleotide-binding protein subunit beta
Manin05g001700.1	Q9M0C3	RING-H2 finger protein ATL14 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL14)
Manin05g001710.1	Q8H6G7	Probable inorganic phosphate transporter 1-9 (OsPT9) (OsPht1;9) (H(+)/Pi cotransporter)
Manin05g001720.1	Q9M2N5	Zinc finger BED domain-containing protein DAYSLEEPER (Transposase-like protein DAYSLEEPER)
Manin05g001730.1	Q93Y31	ADP-ribosylation factor-like protein 8b (AtARL8b) (ADP-ribosylation factor-like A1D) (AtARLA1D)
Manin05g001740.1	F4IFC5	Threonine--tRNA ligase, chloroplastic/mitochondrial 2 (EC 6.1.1.3) (Protein EMBRYO DEFECTIVE 2761) (Threonyl-tRNA synthetase) (ThrRS)
Manin05g001750.1	Q8W3Z3	Cycloartenol synthase 2 (EC 5.4.99.8)
Manin05g001760.1	P54967	Biotin synthase, mitochondrial (EC 2.8.1.6)
Manin05g001770.1	Q2XPU6	Cycloartenol synthase (RcCAS) (EC 5.4.99.8)
Manin05g001780.1	Q8W3Z3	Cycloartenol synthase 2 (EC 5.4.99.8)
Manin05g001790.1	O48726	26S proteasome regulatory subunit RPN13 (AtRPN13) (26S proteasome non-ATPase regulatory subunit 13)
Manin05g001800.1	Q9FKG6	U-box domain-containing protein 52 (Plant U-box protein 52) [Includes: E3 ubiquitin ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase); Serine/threonine-protein kinase (EC 2.7.11.-)]
Manin05g001810.1	Q9ZVW2	DExH-box ATP-dependent RNA helicase DExH10 (EC 3.6.4.13) (Protein HUA ENHANCER 2)
Manin05g001810.2	Q9ZVW2	DExH-box ATP-dependent RNA helicase DExH10 (EC 3.6.4.13) (Protein HUA ENHANCER 2)
Manin05g001810.3	Q9ZVW2	DExH-box ATP-dependent RNA helicase DExH10 (EC 3.6.4.13) (Protein HUA ENHANCER 2)
Manin05g001820.1	Q8LA53	Methyl-CpG-binding domain-containing protein 2 (AtMBD2) (MBD02) (Methyl-CpG-binding protein MBD2)
Manin05g001820.2	Q8LA53	Methyl-CpG-binding domain-containing protein 2 (AtMBD2) (MBD02) (Methyl-CpG-binding protein MBD2)
Manin05g001830.1	F4JBX1	Root meristem growth factor 10 (AtRGF10) (CLAVATA3/ESR (CLE)-related protein CLELn) (AtCLELn) (Nuclear CLE-Like protein) [Cleaved into: CLELn]
Manin05g001840.1	F4JBX1	Root meristem growth factor 10 (AtRGF10) (CLAVATA3/ESR (CLE)-related protein CLELn) (AtCLELn) (Nuclear CLE-Like protein) [Cleaved into: CLELn]
Manin05g001850.1	Q9ASY8	Mitochondrial import receptor subunit TOM7-1 (Translocase of outer membrane 7 kDa subunit 1)
Manin05g001860.1	Q9SZR3	Protein SMAX1-LIKE 4 (AtSMXL4) (Protein HEAT SHOCK PROTEIN-RELATED) (AtHSPR) (EC 3.6.3.-)
Manin05g001870.1	O04196	Isoamylase 1, chloroplastic (AtISA1) (EC 3.2.1.68)
Manin05g001880.1	O64566	Plant intracellular Ras-group-related LRR protein 6
Manin05g001890.1	Q9LU77	Auxin efflux carrier component 2 (AtPIN2) (Auxin efflux carrier AGR) (Ethylene-insensitive root 1) (AtEIR1) (Polar-auxin-transport efflux component AGR1) (Protein AGRAVITROPIC 1) (AtAGR1) (Protein WAVY 6)
Manin05g001910.1	Q9LF79	Calcium-transporting ATPase 8, plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 8)
Manin05g001920.1	A0A3Q8GL18	(+)-cis,trans-nepetalactol synthase NEPS1 (EC 5.5.1.34) (Nepetalactol-related short-chain dehydrogenase) (Nepetalactol dehydrogenase) (EC 1.1.1.419) (Nepetalactol-related short-chain reductase 1) (Nepetalactol-related SDR1) (NmNEPS1)
Manin05g001930.1	Q9LP45	26S proteasome non-ATPase regulatory subunit 11 homolog (19S proteosome subunit 9) (AtS9) (26S proteasome regulatory subunit RPN6) (AtRPN6) (26S proteasome regulatory subunit S9 homolog)
Manin05g001940.1	Q9LL84	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)
Manin05g001950.1	Q8GU84	ABC transporter G family member 48 (OsABCG48) (Pleiotropic drug resistance protein 3) (OsPDR3)
Manin05g001960.1	Q2R637	Probable protein phosphatase 2C 75 (OsPP2C75) (EC 3.1.3.16)
Manin05g001970.1	Q2HIV9	Transcription factor bHLH35 (Basic helix-loop-helix protein 35) (AtbHLH35) (bHLH 35) (Transcription factor EN 41) (bHLH transcription factor bHLH035)
Manin05g001970.2	Q2HIV9	Transcription factor bHLH35 (Basic helix-loop-helix protein 35) (AtbHLH35) (bHLH 35) (Transcription factor EN 41) (bHLH transcription factor bHLH035)
Manin05g001980.1	Q9SZR0	Choline monooxygenase, chloroplastic (EC 1.14.15.7)
Manin05g001990.1	P03010	Putative AC9 transposase
Manin05g002000.1	P48785	Pathogenesis-related homeodomain protein (PRHA)
Manin05g002010.1	Q9SZH4	RNA-binding KH domain-containing protein PEPPER
Manin05g002020.1	Q0JAW2	SPX domain-containing membrane protein Os04g0573000
Manin05g002030.1	Q94BY9	Rab GTPase-activating protein 22
Manin05g002040.1	Q3E6Q1	Pentatricopeptide repeat-containing protein At1g11290, chloroplastic (Protein CHLORORESPIRATORY REDUCTION 22)
Manin05g002050.1	Q9LQU7	Microtubule-associated protein 70-4 (AtMAP70-4) (70 kDa microtubule-associated protein 4)
Manin05g002060.1	Q9SZV5	Subtilisin-like protease SBT2.6 (EC 3.4.21.-) (Subtilase subfamily 2 member 6) (AtSBT2.6)
Manin05g002060.2	Q9SZV5	Subtilisin-like protease SBT2.6 (EC 3.4.21.-) (Subtilase subfamily 2 member 6) (AtSBT2.6)
Manin05g002070.1	Q9LVD4	Oxysterol-binding protein-related protein 4C (OSBP-related protein 4C)
Manin05g002080.1	Q9LYU4	4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3)
Manin05g002090.1	Q65XS5	Glycosyltransferase BC10 (EC 2.4.-.-) (Protein BRITTLE CULM 10) (Protein FRAGILE CULM 116)
Manin05g002100.1	Q65XS5	Glycosyltransferase BC10 (EC 2.4.-.-) (Protein BRITTLE CULM 10) (Protein FRAGILE CULM 116)
Manin05g002100.2	Q65XS5	Glycosyltransferase BC10 (EC 2.4.-.-) (Protein BRITTLE CULM 10) (Protein FRAGILE CULM 116)
Manin05g002100.3	Q65XS5	Glycosyltransferase BC10 (EC 2.4.-.-) (Protein BRITTLE CULM 10) (Protein FRAGILE CULM 116)
Manin05g002110.1	A0A178VBJ0	Protein ALTERED PHOSPHATE STARVATION RESPONSE 1
Manin05g002120.1	O64471	Mitochondrial outer membrane import complex protein METAXIN
Manin05g002120.2	O64471	Mitochondrial outer membrane import complex protein METAXIN
Manin05g002130.1	Q9C5E7	Pumilio homolog 6, chloroplastic (APUM-6) (AtPUM6)
Manin05g002140.1	Q9LVD0	18S rRNA (guanine-N(7))-methyltransferase RID2 (EC 2.1.1.309) (Protein ROOT INITIATION DEFECTIVE 2)
Manin05g002150.1	Q0JMB2	Zinc finger BED domain-containing protein RICESLEEPER 4 (Transposase-like protein RICESLEEPER 4)
Manin05g002160.1	P0C8Q3	Pentatricopeptide repeat-containing protein At4g19890
Manin05g002170.1	O81117	Cytochrome P450 94A1 (EC 1.14.-.-) (P450-dependent fatty acid omega-hydroxylase)
Manin05g002180.1	Q8VWJ1	Homogentisate phytyltransferase 1, chloroplastic (AtHPT1) (EC 2.5.1.115) (Tocopherol polyprenyltransferase 1) (Vitamin E pathway gene 2-1 protein) (AtVTE2-1)
Manin05g002190.1	Q9ZPI1	Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS) (Lysyl-tRNA synthetase 1) (AtKRS-1)
Manin05g002200.1	Q03194	Plasma membrane ATPase 4 (EC 7.1.2.1) (Proton pump 4)
Manin05g002210.1	O64624	Pentatricopeptide repeat-containing protein At2g18940, chloroplastic
Manin05g002220.1	O64470	Spermidine hydroxycinnamoyl transferase (AtSHT) (EC 2.3.1.-) (BAHD-like hydroxycinnamoyl transferase)
Manin05g002230.1	O65570	Villin-4
Manin05g002240.1	Q40784	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Putative apospory-associated protein C)
Manin05g002250.1	Q96518	Peroxidase 16 (Atperox P16) (EC 1.11.1.7) (ATP22a)
Manin05g002260.1	O65639	Cold shock protein 1 (AtCSP1) (Cold shock domain-containing protein 1)
Manin05g002270.1	Q657D6	ELF3-like protein 2
Manin05g002280.1	Q94BT6	Adagio protein 1 (Clock-associated PAS protein ZTL) (F-box only protein 2b) (FBX2b) (Flavin-binding kelch repeat F-box protein 1-like protein 2) (FKF1-like protein 2) (LOV kelch protein 1) (Protein ZEITLUPE)
Manin05g002300.1	Q9T058	G-type lectin S-receptor-like serine/threonine-protein kinase At4g11900 (EC 2.7.11.1)
Manin05g002310.1	Q9XID3	G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300 (EC 2.7.11.1)
Manin05g002320.1	O48822	WEB family protein At2g17940
Manin05g002330.1	F4KB17	Katanin p80 WD40 repeat-containing subunit B1 homolog KTN80.3
Manin05g002340.1	Q5XF57	Probable receptor-like serine/threonine-protein kinase At5g57670 (EC 2.7.11.1)
Manin05g002350.1	O23212	Splicing factor U2af large subunit A (U2 auxiliary factor 65 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor large subunit A) (U2 snRNP auxiliary factor large subunit A)
Manin05g002360.1	O64416	Ribulose bisphosphate carboxylase small subunit, chloroplastic (RuBisCO small subunit)
Manin05g002370.1	Q9SUM4	VIN3-like protein 2 (Vernalization5/VIN3-like protein 1)
Manin05g002380.1	Q6PQQ3	AP2-like ethylene-responsive transcription factor AIL5 (Protein AINTEGUMENTA-LIKE 5)
Manin05g002390.1	Q8LFJ8	Replication protein A 32 kDa subunit B (AtRPA32B) (RP-A p32 B) (DNA replication protein A2 subunit B) (Replication factor A protein 2 B) (AtRPA2 B) (RF-A protein 2 B) (Replicon protein A2 B)
Manin05g002400.1	Q9M2R0	FT-interacting protein 3 (Multiple C2 domain and transmembrane region protein 3)
Manin05g002410.1	Q5SBP2	(-)-endo-fenchol synthase, chloroplastic (EC 4.2.3.10)
Manin05g002420.1	Q84RQ7	NifU-like protein 3, chloroplastic (AtCNfu3) (AtCnfU-IVa)
Manin05g002430.1	F4KFS5	Structural maintenance of chromosomes flexible hinge domain-containing protein GMI1 (SMC hinge domain-containing protein GMI1) (Protein GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1)
Manin05g002450.1	A0A2U1LIM9	NADPH--cytochrome P450 reductase 1 (CPR 1) (P450R 1) (EC 1.6.2.4)
Manin05g002450.2	A0A2U1LIM9	NADPH--cytochrome P450 reductase 1 (CPR 1) (P450R 1) (EC 1.6.2.4)
Manin05g002460.1	Q9SUM2	Probable small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)
Manin05g002470.1	Q9FKM7	Auxin-responsive protein IAA33 (Indoleacetic acid-induced protein 33)
